season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,registered,cnt
1,1,1,11,1,1,0,1,0.16,0.1515,0.59,0.2537,158,179
1,1,1,12,1,1,0,1,0.2,0.1818,0.55,0.3284,165,185
1,1,1,13,1,1,0,2,0.24,0.19699999999999998,0.41,0.4179,202,228
1,1,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881,158,181
1,1,1,15,1,1,0,1,0.26,0.2121,0.44,0.4478,175,192
1,1,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582,158,180
1,1,1,17,1,1,0,1,0.26,0.2273,0.48,0.3284,174,193
1,1,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,175,181
1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,134,144
1,1,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,88,90
1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,46,49
1,1,1,22,1,1,0,2,0.3,0.2727,0.49,0.3582,39,43
1,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,28,28
1,1,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,12,12
1,1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,2,2
1,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,12,12
1,1,1,4,0,2,1,3,0.32,0.303,0.66,0.3284,2,2
1,1,1,5,0,2,1,3,0.32,0.303,0.66,0.3284,13,13
1,1,1,6,0,2,1,3,0.3,0.2879,0.75,0.2537,57,57
1,1,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,121,126
1,1,1,8,0,2,1,3,0.3,0.2879,0.81,0.2836,90,93
1,1,1,9,0,2,1,3,0.32,0.303,0.81,0.2537,61,68
1,1,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,61,62
1,1,1,11,0,2,1,2,0.34,0.3485,0.87,0.1045,73,75
1,1,1,12,0,2,1,2,0.32,0.303,0.87,0.2836,83,86
1,1,1,13,0,2,1,2,0.38,0.3939,0.76,0.3284,95,103
1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,120,132
1,1,1,15,0,2,1,1,0.44,0.4394,0.62,0.4925,123,129
1,1,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,205,219
1,1,1,17,0,2,1,1,0.46,0.4545,0.63,0.4478,442,462
1,1,1,18,0,2,1,1,0.46,0.4545,0.63,0.4478,451,463
1,1,1,19,0,2,1,1,0.46,0.4545,0.63,0.4179,297,308
1,1,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,169,180
1,1,1,21,0,2,1,1,0.46,0.4545,0.67,0.4627,174,180
1,1,1,22,0,2,1,1,0.46,0.4545,0.72,0.3881,85,90
1,1,1,23,0,2,1,1,0.46,0.4545,0.72,0.3881,60,61
1,1,1,0,0,3,1,2,0.46,0.4545,0.77,0.3284,14,17
1,1,1,1,0,3,1,2,0.46,0.4545,0.77,0.3284,10,10
1,1,1,2,0,3,1,2,0.44,0.4394,0.51,0.4925,1,2
1,1,1,3,0,3,1,2,0.44,0.4394,0.51,0.4925,3,4
1,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,1,1
1,1,1,5,0,3,1,1,0.34,0.2879,0.46,0.5224,29,29
1,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,88,88
1,1,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,262,263
1,1,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,474,489
1,1,1,9,0,3,1,1,0.28,0.2576,0.52,0.3284,196,202
1,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,88,93
1,1,1,11,0,3,1,1,0.3,0.2727,0.42,0.3881,110,114
1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,155,161
1,1,1,13,0,3,1,1,0.3,0.2727,0.42,0.4627,124,130
1,1,1,14,0,3,1,1,0.3,0.2727,0.33,0.3881,98,105
1,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,122,130
1,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,163,176
1,1,1,17,0,3,1,1,0.26,0.2121,0.33,0.4478,338,346
1,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,347,355
1,1,1,19,0,3,1,1,0.22,0.19699999999999998,0.37,0.3881,251,256
1,1,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,164,165
1,1,1,21,0,3,1,1,0.2,0.1667,0.4,0.4179,119,124
1,1,1,22,0,3,1,1,0.18,0.1667,0.47,0.2537,74,78
1,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,36,38
1,1,1,0,0,4,1,1,0.14,0.1364,0.5,0.19399999999999998,16,16
1,1,1,1,0,4,1,1,0.14,0.1515,0.5,0.1642,5,5
1,1,1,2,0,4,1,1,0.14,0.1515,0.5,0.1343,3,3
1,1,1,3,0,4,1,1,0.12,0.1515,0.54,0.1045,4,4
1,1,1,4,0,4,1,1,0.12,0.1515,0.54,0.1045,1,1
1,1,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,19,19
1,1,1,6,0,4,1,1,0.12,0.1364,0.54,0.1642,86,86
1,1,1,7,0,4,1,1,0.12,0.1667,0.54,0.0896,204,206
1,1,1,8,0,4,1,1,0.12,0.1515,0.54,0.1045,414,423
1,1,1,9,0,4,1,1,0.12,0.19699999999999998,0.54,0.0,204,210
1,1,1,10,0,4,1,1,0.14,0.2121,0.59,0.0,98,108
1,1,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,93,99
1,1,1,12,0,4,1,1,0.2,0.19699999999999998,0.51,0.19399999999999998,106,111
1,1,1,13,0,4,1,1,0.22,0.2121,0.47,0.2836,118,124
1,1,1,14,0,4,1,1,0.24,0.2273,0.44,0.19399999999999998,104,119
1,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,118,127
1,1,1,16,0,4,1,1,0.26,0.2273,0.41,0.3284,185,193
1,1,1,17,0,4,1,2,0.26,0.2273,0.44,0.3284,364,385
1,1,1,18,0,4,1,2,0.26,0.2273,0.44,0.3284,345,361
1,1,1,19,0,4,1,2,0.26,0.2273,0.48,0.2985,229,234
1,1,1,20,0,4,1,1,0.26,0.2121,0.52,0.4478,184,191
1,1,1,21,0,4,1,1,0.26,0.2273,0.44,0.3582,117,121
1,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,90,90
1,1,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,55,56
1,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,24,27
1,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,15,15
1,1,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,11,11
1,1,1,3,0,5,1,1,0.24,0.2576,0.52,0.1045,4,4
1,1,1,4,0,5,1,1,0.22,0.2424,0.6,0.1045,3,3
1,1,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045,19,19
1,1,1,6,0,5,1,1,0.24,0.2121,0.6,0.2836,68,68
1,1,1,7,0,5,1,1,0.22,0.2121,0.69,0.2239,183,185
1,1,1,8,0,5,1,1,0.22,0.2121,0.64,0.2537,421,425
1,1,1,9,0,5,1,1,0.22,0.19699999999999998,0.47,0.3881,242,263
1,1,1,10,0,5,1,2,0.22,0.2121,0.44,0.2836,96,97
1,1,1,11,0,5,1,2,0.2,0.1818,0.32,0.3582,117,123
1,1,1,12,0,5,1,2,0.2,0.1818,0.34,0.3284,119,124
1,1,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,144,156
1,1,1,14,0,5,1,2,0.22,0.2121,0.35,0.2985,107,115
1,1,1,15,0,5,1,2,0.22,0.2273,0.35,0.19399999999999998,144,156
1,1,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,163,174
1,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,340,349
1,1,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,296,301
1,1,1,19,0,5,1,2,0.2,0.2273,0.37,0.1045,186,192
1,1,1,20,0,5,1,2,0.2,0.2273,0.34,0.0896,141,142
1,1,1,21,0,5,1,2,0.2,0.2273,0.37,0.0896,99,104
1,1,1,22,0,5,1,2,0.2,0.19699999999999998,0.37,0.2239,71,72
1,1,1,23,0,5,1,3,0.16,0.1515,0.64,0.2239,35,38
1,1,1,0,0,6,0,3,0.16,0.1515,0.64,0.2239,24,24
1,1,1,1,0,6,0,4,0.14,0.1364,0.86,0.19399999999999998,22,23
1,1,1,2,0,6,0,3,0.14,0.2121,0.86,0.0,25,26
1,1,1,3,0,6,0,3,0.14,0.1818,0.93,0.0896,13,13
1,1,1,4,0,6,0,3,0.16,0.19699999999999998,0.86,0.0896,1,1
1,1,1,5,0,6,0,3,0.16,0.1818,0.86,0.1045,2,2
1,1,1,6,0,6,0,3,0.16,0.1667,0.93,0.1642,1,1
1,1,1,7,0,6,0,3,0.16,0.1667,0.93,0.1642,10,13
1,1,1,8,0,6,0,2,0.16,0.1515,0.93,0.2537,22,25
1,1,1,9,0,6,0,2,0.16,0.1515,0.93,0.2537,40,42
1,1,1,10,0,6,0,3,0.16,0.1515,0.93,0.2537,45,45
1,1,1,11,0,6,0,2,0.18,0.2121,0.86,0.1045,62,63
1,1,1,12,0,6,0,2,0.2,0.2121,0.8,0.1642,62,67
1,1,1,13,0,6,0,2,0.2,0.19699999999999998,0.8,0.2537,66,76
1,1,1,14,0,6,0,3,0.2,0.19699999999999998,0.8,0.19399999999999998,89,95
1,1,1,15,0,6,0,3,0.2,0.19699999999999998,0.8,0.19399999999999998,113,119
1,1,1,16,0,6,0,2,0.2,0.1818,0.8,0.2985,113,118
1,1,1,17,0,6,0,2,0.2,0.1818,0.8,0.3881,99,106
1,1,1,18,0,6,0,2,0.2,0.1818,0.75,0.3881,107,110
1,1,1,19,0,6,0,2,0.18,0.1515,0.8,0.3881,85,85
1,1,1,20,0,6,0,2,0.18,0.1667,0.8,0.2985,62,67
1,1,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284,64,69
1,1,1,22,0,6,0,2,0.18,0.1667,0.74,0.2985,56,59
1,1,1,23,0,6,0,2,0.16,0.1515,0.8,0.2537,51,52
1,1,1,0,0,0,0,1,0.16,0.1364,0.8,0.2985,51,52
1,1,1,1,0,0,0,2,0.18,0.1667,0.74,0.2985,49,50
1,1,1,2,0,0,0,2,0.18,0.1667,0.74,0.2836,46,47
1,1,1,3,0,0,0,2,0.18,0.1667,0.69,0.2836,20,21
1,1,1,4,0,0,0,3,0.16,0.1364,0.8,0.2836,1,2
1,1,1,5,0,0,0,3,0.16,0.1515,0.74,0.2239,2,3
1,1,1,6,0,0,0,2,0.16,0.1515,0.74,0.2239,4,4
1,1,1,7,0,0,0,2,0.16,0.1515,0.74,0.2239,11,13
1,1,1,8,0,0,0,2,0.16,0.1515,0.74,0.2239,29,32
1,1,1,9,0,0,0,2,0.16,0.1515,0.74,0.2239,54,63
1,1,1,10,0,0,0,2,0.16,0.1364,0.74,0.2836,120,129
1,1,1,11,0,0,0,3,0.16,0.1515,0.8,0.2537,115,133
1,1,1,12,0,0,0,2,0.16,0.1515,0.8,0.2239,161,185
1,1,1,13,0,0,0,2,0.16,0.1818,0.8,0.1343,175,199
1,1,1,14,0,0,0,2,0.16,0.1667,0.8,0.1642,163,182
1,1,1,15,0,0,0,2,0.16,0.1515,0.8,0.19399999999999998,149,176
1,1,1,16,0,0,0,2,0.16,0.1515,0.8,0.19399999999999998,143,155
1,1,1,17,0,0,0,2,0.16,0.1818,0.8,0.1045,100,108
1,1,1,18,0,0,0,3,0.16,0.1818,0.86,0.1045,110,121
1,1,1,19,0,0,0,3,0.16,0.1818,0.86,0.1045,80,89
1,1,1,20,0,0,0,3,0.16,0.1667,0.86,0.1642,69,74
1,1,1,21,0,0,0,3,0.16,0.1818,0.86,0.1045,36,44
1,1,1,22,0,0,0,2,0.16,0.19699999999999998,0.93,0.0896,58,58
1,1,1,23,0,0,0,2,0.16,0.1818,0.93,0.1045,35,37
1,1,1,0,0,1,1,2,0.18,0.2424,0.86,0.0,17,19
1,1,1,1,0,1,1,2,0.18,0.2121,0.86,0.1045,4,4
1,1,1,2,0,1,1,2,0.18,0.2121,0.86,0.1045,2,2
1,1,1,3,0,1,1,2,0.18,0.2424,0.86,0.0,1,1
1,1,1,4,0,1,1,2,0.2,0.2576,0.8,0.0,1,1
1,1,1,5,0,1,1,2,0.2,0.2576,0.86,0.0,19,19
1,1,1,6,0,1,1,2,0.2,0.2576,0.86,0.0,36,42
1,1,1,7,0,1,1,3,0.2,0.2576,0.86,0.0,114,122
1,1,1,8,0,1,1,3,0.2,0.2121,0.86,0.1343,267,272
1,1,1,9,0,1,1,2,0.2,0.2273,0.86,0.0896,198,211
1,1,1,10,0,1,1,2,0.2,0.2576,0.93,0.0,139,149
1,1,1,11,0,1,1,2,0.2,0.2273,0.93,0.0896,57,62
1,1,1,12,0,1,1,2,0.22,0.2727,0.93,0.0,52,62
1,1,1,13,0,1,1,3,0.22,0.2576,0.93,0.0896,32,37
1,1,1,14,0,1,1,3,0.22,0.2273,0.93,0.19399999999999998,48,61
1,1,1,15,0,1,1,2,0.22,0.2121,1.0,0.2239,64,74
1,1,1,16,0,1,1,2,0.24,0.2424,0.93,0.1642,108,122
1,1,1,17,0,1,1,2,0.24,0.2576,0.96,0.1045,270,276
1,1,1,18,0,1,1,2,0.24,0.2424,0.93,0.1343,275,282
1,1,1,19,0,1,1,2,0.26,0.2576,0.93,0.1642,211,220
1,1,1,20,0,1,1,2,0.26,0.2576,1.0,0.1642,161,169
1,1,1,21,0,1,1,2,0.26,0.2424,1.0,0.2836,112,120
1,1,1,22,0,1,1,2,0.26,0.2424,1.0,0.2836,64,68
1,1,1,23,0,1,1,2,0.28,0.2576,0.93,0.3284,35,37
1,1,1,0,0,2,1,2,0.3,0.2879,1.0,0.2836,19,25
1,1,1,1,0,2,1,2,0.32,0.303,0.93,0.2537,7,9
1,1,1,2,0,2,1,2,0.32,0.303,0.93,0.2239,6,8
1,1,1,3,0,2,1,2,0.32,0.3333,0.93,0.1343,3,3
1,1,1,4,0,2,1,2,0.3,0.3182,1.0,0.0896,2,2
1,1,1,5,0,2,1,2,0.3,0.3182,1.0,0.0896,26,26
1,1,1,6,0,2,1,2,0.32,0.3182,0.93,0.19399999999999998,88,89
1,1,1,7,0,2,1,2,0.32,0.3333,0.93,0.1343,221,232
1,1,1,8,0,2,1,2,0.32,0.3333,0.93,0.1343,479,490
1,1,1,9,0,2,1,2,0.32,0.3333,0.87,0.0896,244,255
1,1,1,10,0,2,1,1,0.32,0.3333,0.93,0.0896,93,116
1,1,1,11,0,2,1,1,0.34,0.3333,0.87,0.1343,123,153
1,1,1,12,0,2,1,1,0.34,0.3333,0.87,0.1642,150,175
1,1,1,13,0,2,1,1,0.34,0.3333,0.87,0.1642,170,203
1,1,1,14,0,2,1,1,0.36,0.3485,0.81,0.2239,138,173
1,1,1,15,0,2,1,2,0.4,0.4091,0.71,0.1642,156,208
1,1,1,16,0,2,1,1,0.4,0.4091,0.71,0.1343,243,278
1,1,1,17,0,2,1,1,0.42,0.4242,0.67,0.0896,474,515
1,1,1,18,0,2,1,1,0.4,0.4091,0.62,0.0896,391,423
1,1,1,19,0,2,1,1,0.44,0.4394,0.51,0.0896,311,331
1,1,1,20,0,2,1,1,0.32,0.3485,0.76,0.0,211,229
1,1,1,21,0,2,1,1,0.36,0.3788,0.71,0.0,154,172
1,1,1,22,0,2,1,1,0.32,0.3485,0.81,0.0,111,125
1,1,1,23,0,2,1,1,0.32,0.3485,0.76,0.0,80,99
1,1,1,0,0,3,1,1,0.26,0.303,0.93,0.0,25,31
1,1,1,1,0,3,1,1,0.3,0.2879,0.7,0.2239,9,13
1,1,1,2,0,3,1,1,0.28,0.2727,0.7,0.19399999999999998,3,6
1,1,1,3,0,3,1,1,0.26,0.2576,0.75,0.19399999999999998,1,1
1,1,1,4,0,3,1,1,0.26,0.2424,0.7,0.2836,4,4
1,1,1,5,0,3,1,1,0.26,0.2424,0.7,0.2836,33,33
1,1,1,6,0,3,1,1,0.24,0.2273,0.73,0.2239,87,88
1,1,1,7,0,3,1,1,0.24,0.2273,0.75,0.2239,243,257
1,1,1,8,0,3,1,1,0.24,0.2273,0.7,0.2537,495,513
1,1,1,9,0,3,1,1,0.24,0.2273,0.7,0.2537,218,236
1,1,1,10,0,3,1,2,0.26,0.2273,0.7,0.3284,111,141
1,1,1,11,0,3,1,2,0.3,0.2727,0.61,0.2985,105,157
1,1,1,12,0,3,1,1,0.32,0.3333,0.53,0.1343,147,193
1,1,1,13,0,3,1,1,0.34,0.3333,0.49,0.1343,149,212
1,1,1,14,0,3,1,1,0.34,0.3485,0.49,0.0896,107,160
1,1,1,15,0,3,1,1,0.36,0.3788,0.46,0.0,125,155
1,1,1,16,0,3,1,1,0.34,0.3333,0.53,0.1642,217,246
1,1,1,17,0,3,1,1,0.36,0.3485,0.53,0.1642,443,470
1,1,1,18,0,3,1,1,0.32,0.3333,0.66,0.1343,415,439
1,1,1,19,0,3,1,2,0.34,0.3636,0.53,0.0,311,316
1,1,1,20,0,3,1,1,0.32,0.3182,0.61,0.19399999999999998,225,235
1,1,1,21,0,3,1,1,0.3,0.3333,0.65,0.0,166,185
1,1,1,22,0,3,1,1,0.3,0.3182,0.65,0.0896,101,113
1,1,1,23,0,3,1,2,0.28,0.3182,0.65,0.0,63,66
1,1,1,0,0,4,1,2,0.28,0.2879,0.75,0.1045,22,25
1,1,1,1,0,4,1,2,0.28,0.3182,0.75,0.0,16,21
1,1,1,2,0,4,1,2,0.28,0.2727,0.75,0.1642,6,7
1,1,1,3,0,4,1,2,0.28,0.303,0.75,0.0896,5,6
1,1,1,4,0,4,1,1,0.28,0.3182,0.75,0.0,3,3
1,1,1,5,0,4,1,2,0.3,0.3182,0.75,0.1045,28,28
1,1,1,6,0,4,1,2,0.28,0.3182,0.81,0.0,88,88
1,1,1,7,0,4,1,2,0.28,0.303,0.81,0.0896,228,239
1,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,514,530
1,1,1,9,0,4,1,2,0.3,0.3333,0.81,0.0,256,274
1,1,1,10,0,4,1,2,0.3,0.303,0.81,0.1343,92,108
1,1,1,11,0,4,1,2,0.3,0.3182,0.87,0.1045,100,111
1,1,1,12,0,4,1,2,0.34,0.3333,0.81,0.1343,136,165
1,1,1,13,0,4,1,2,0.38,0.3939,0.71,0.0,156,173
1,1,1,14,0,4,1,2,0.4,0.4091,0.71,0.1045,112,128
1,1,1,15,0,4,1,2,0.42,0.4242,0.71,0.1045,142,164
1,1,1,16,0,4,1,2,0.4,0.4091,0.71,0.0896,209,224
1,1,1,17,0,4,1,2,0.42,0.4242,0.71,0.0,397,413
1,1,1,18,0,4,1,2,0.42,0.4242,0.71,0.0,394,406
1,1,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,302,313
1,1,1,20,0,4,1,2,0.4,0.4091,0.82,0.1343,216,224
1,1,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045,184,192
1,1,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045,139,142
1,1,1,23,0,4,1,2,0.4,0.4091,0.82,0.0,86,91
1,1,1,0,0,5,1,2,0.4,0.4091,0.82,0.2537,32,38
1,1,1,1,0,5,1,2,0.4,0.4091,0.87,0.2239,23,29
1,1,1,2,0,5,1,1,0.42,0.4242,0.94,0.1343,11,13
1,1,1,3,0,5,1,2,0.42,0.4242,0.94,0.2836,5,8
1,1,1,4,0,5,1,2,0.4,0.4091,1.0,0.2985,3,4
1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,24,24
1,1,1,6,0,5,1,2,0.42,0.4242,1.0,0.3284,72,72
1,1,1,7,0,5,1,2,0.42,0.4242,1.0,0.2985,128,134
1,1,1,8,0,5,1,3,0.5,0.4848,0.88,0.2836,206,220
1,1,1,9,0,5,1,3,0.5,0.4848,0.88,0.2836,101,107
1,1,1,10,0,5,1,3,0.48,0.4697,1.0,0.1642,117,126
1,1,1,11,0,5,1,2,0.48,0.4697,0.94,0.1343,95,105
1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,155,180
1,1,1,13,0,5,1,1,0.5,0.4848,0.59,0.4627,175,201
1,1,1,14,0,5,1,1,0.5,0.4848,0.55,0.5522,153,176
1,1,1,15,0,5,1,1,0.48,0.4697,0.51,0.3284,170,197
1,1,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,241,267
1,1,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,406,422
1,1,1,18,0,5,1,1,0.4,0.4091,0.5,0.4925,363,383
1,1,1,19,0,5,1,1,0.36,0.3333,0.5,0.3881,241,251
1,1,1,20,0,5,1,1,0.34,0.303,0.53,0.3582,153,159
1,1,1,21,0,5,1,1,0.34,0.2879,0.53,0.5224,127,135
1,1,1,22,0,5,1,1,0.34,0.303,0.49,0.3881,108,119
1,1,1,23,0,5,1,1,0.32,0.2879,0.49,0.4179,78,86
1,1,1,0,0,6,0,1,0.3,0.2879,0.52,0.2836,68,69
1,1,1,1,0,6,0,1,0.3,0.303,0.52,0.1642,57,58
1,1,1,2,0,6,0,1,0.26,0.303,0.6,0.0,38,41
1,1,1,3,0,6,0,1,0.26,0.2879,0.6,0.0896,16,17
1,1,1,4,0,6,0,1,0.26,0.2576,0.6,0.1642,8,8
1,1,1,5,0,6,0,1,0.24,0.2576,0.75,0.0896,10,10
1,1,1,6,0,6,0,1,0.24,0.2879,0.7,0.0,12,15
1,1,1,7,0,6,0,1,0.22,0.2727,0.75,0.0,28,31
1,1,1,8,0,6,0,1,0.2,0.2273,0.8,0.0896,82,91
1,1,1,9,0,6,0,1,0.22,0.2727,0.8,0.0,145,158
1,1,1,10,0,6,0,1,0.26,0.2727,0.7,0.1343,164,191
1,1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,241,296
1,1,1,12,0,6,0,1,0.3,0.2879,0.61,0.2836,244,314
1,1,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537,293,373
1,1,1,14,0,6,0,1,0.38,0.3939,0.5,0.3881,239,362
1,1,1,15,0,6,0,1,0.4,0.4091,0.47,0.3284,320,410
1,1,1,16,0,6,0,1,0.42,0.4242,0.44,0.3582,276,407
1,1,1,17,0,6,0,1,0.42,0.4242,0.44,0.3881,233,290
1,1,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,201,241
1,1,1,19,0,6,0,2,0.42,0.4242,0.41,0.5522,173,206
1,1,1,20,0,6,0,1,0.4,0.4091,0.35,0.3881,115,120
1,1,1,21,0,6,0,1,0.36,0.3333,0.29,0.3582,109,127
1,1,1,22,0,6,0,1,0.34,0.3333,0.34,0.19399999999999998,97,103
1,1,1,23,0,6,0,1,0.32,0.3182,0.31,0.19399999999999998,79,85
1,1,1,0,0,0,0,1,0.3,0.2879,0.33,0.2239,81,96
1,1,1,1,0,0,0,1,0.3,0.2727,0.28,0.3582,68,73
1,1,1,2,0,0,0,1,0.28,0.2576,0.26,0.3284,48,51
1,1,1,3,0,0,0,1,0.26,0.2576,0.28,0.19399999999999998,17,21
1,1,1,4,0,0,0,1,0.24,0.2576,0.3,0.0,5,5
1,1,1,5,0,0,0,1,0.2,0.2121,0.51,0.1343,6,7
1,1,1,6,0,0,0,1,0.2,0.2273,0.4,0.1045,4,5
1,1,1,7,0,0,0,1,0.2,0.2121,0.37,0.1343,12,12
1,1,1,8,0,0,0,1,0.18,0.19699999999999998,0.4,0.1343,61,70
1,1,1,9,0,0,0,1,0.18,0.19699999999999998,0.43,0.1343,98,111
1,1,1,10,0,0,0,1,0.24,0.2424,0.35,0.1343,153,191
1,1,1,11,0,0,0,1,0.28,0.2727,0.28,0.2239,198,255
1,1,1,12,0,0,0,1,0.32,0.303,0.26,0.2239,215,288
1,1,1,13,0,0,0,1,0.32,0.303,0.26,0.2239,238,316
1,1,1,14,0,0,0,1,0.32,0.303,0.26,0.2537,229,280
1,1,1,15,0,0,0,1,0.36,0.3333,0.25,0.2836,242,310
1,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,268,322
1,1,1,17,0,0,0,1,0.36,0.3333,0.21,0.4179,201,234
1,1,1,18,0,0,0,1,0.34,0.303,0.23,0.3582,151,168
1,1,1,19,0,0,0,1,0.32,0.303,0.29,0.2537,145,159
1,1,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239,98,111
1,1,1,21,0,0,0,1,0.3,0.2879,0.33,0.2836,69,69
1,1,1,22,0,0,0,1,0.32,0.2879,0.26,0.3881,57,64
1,1,1,23,0,0,0,1,0.3,0.2727,0.33,0.3284,21,25
1,1,1,0,0,1,1,2,0.32,0.2879,0.26,0.4179,10,10
1,1,1,1,0,1,1,1,0.26,0.2273,0.6,0.3582,9,9
1,1,1,2,0,1,1,1,0.24,0.2121,0.48,0.3582,6,7
1,1,1,3,0,1,1,1,0.24,0.2273,0.48,0.19399999999999998,4,4
1,1,1,4,0,1,1,1,0.2,0.2121,0.51,0.1343,5,5
1,1,1,5,0,1,1,1,0.2,0.2121,0.51,0.1343,26,26
1,1,1,6,0,1,1,1,0.22,0.2121,0.44,0.2537,80,80
1,1,1,7,0,1,1,1,0.22,0.2121,0.44,0.2836,221,225
1,1,1,8,0,1,1,1,0.2,0.19699999999999998,0.47,0.2239,481,493
1,1,1,9,0,1,1,1,0.2,0.19699999999999998,0.47,0.2239,193,198
1,1,1,10,0,1,1,1,0.22,0.2121,0.41,0.2836,82,85
1,1,1,11,0,1,1,1,0.26,0.2576,0.38,0.0,93,99
1,1,1,12,0,1,1,1,0.26,0.2273,0.35,0.3881,129,134
1,1,1,13,0,1,1,1,0.3,0.2879,0.31,0.19399999999999998,117,132
1,1,1,14,0,1,1,1,0.32,0.3333,0.24,0.1343,100,115
1,1,1,15,0,1,1,1,0.32,0.3182,0.24,0.19399999999999998,131,138
1,1,1,16,0,1,1,1,0.34,0.3333,0.25,0.19399999999999998,210,221
1,1,1,17,0,1,1,1,0.36,0.3485,0.21,0.19399999999999998,422,438
1,1,1,18,0,1,1,1,0.34,0.3333,0.23,0.1642,399,410
1,1,1,19,0,1,1,1,0.3,0.3182,0.45,0.1045,298,306
1,1,1,20,0,1,1,1,0.3,0.303,0.39,0.1642,179,181
1,1,1,21,0,1,1,1,0.3,0.303,0.42,0.1642,159,162
1,1,1,22,0,1,1,1,0.28,0.2727,0.48,0.2239,92,94
1,1,1,23,0,1,1,1,0.26,0.2576,0.6,0.19399999999999998,52,52
1,1,1,0,0,2,1,1,0.28,0.2727,0.52,0.2537,15,15
1,1,1,1,0,2,1,1,0.3,0.2727,0.42,0.2985,7,8
1,1,1,2,0,2,1,1,0.3,0.2879,0.42,0.2239,2,2
1,1,1,3,0,2,1,1,0.3,0.2879,0.45,0.2239,2,2
1,1,1,4,0,2,1,1,0.3,0.2879,0.49,0.19399999999999998,1,1
1,1,1,5,0,2,1,1,0.3,0.2879,0.49,0.19399999999999998,22,22
1,1,1,6,0,2,1,1,0.28,0.2727,0.52,0.1642,104,104
1,1,1,7,0,2,1,1,0.26,0.2576,0.6,0.19399999999999998,273,279
1,1,1,8,0,2,1,1,0.26,0.2727,0.6,0.1045,498,512
1,1,1,9,0,2,1,1,0.3,0.2879,0.52,0.19399999999999998,231,261
1,1,1,10,0,2,1,2,0.32,0.3182,0.57,0.19399999999999998,110,144
1,1,1,11,0,2,1,1,0.4,0.4091,0.37,0.2836,125,139
1,1,1,12,0,2,1,1,0.4,0.4091,0.43,0.2985,181,194
1,1,1,13,0,2,1,1,0.46,0.4545,0.36,0.2239,171,198
1,1,1,14,0,2,1,1,0.5,0.4848,0.29,0.3284,142,160
1,1,1,15,0,2,1,1,0.54,0.5152,0.26,0.4478,150,177
